Gene	Paralogs
RNU7-66P	RF00066,RNU7-110P,RNU7-111P,RNU7-113P,RNU7-121P,RNU7-124P,RNU7-125P,RNU7-12P,RNU7-130P,RNU7-141P,RNU7-143P,RNU7-148P,RNU7-152P,RNU7-154P,RNU7-176P,RNU7-181P,RNU7-19P,RNU7-200P,RNU7-20P,RNU7-73P,RNU7-82P,RNU7-87P,RNU7-97P
RNU7-67P	RF00066,RNU7-105P,RNU7-116P,RNU7-119P,RNU7-133P,RNU7-137P,RNU7-149P,RNU7-156P,RNU7-164P,RNU7-169P,RNU7-171P,RNU7-174P,RNU7-175P,RNU7-192P,RNU7-195P,RNU7-29P,RNU7-57P,RNU7-63P,RNU7-69P
RNU7-69P	RF00066,RNU7-105P,RNU7-116P,RNU7-119P,RNU7-133P,RNU7-137P,RNU7-149P,RNU7-156P,RNU7-164P,RNU7-169P,RNU7-171P,RNU7-174P,RNU7-175P,RNU7-192P,RNU7-195P,RNU7-29P,RNU7-57P,RNU7-63P,RNU7-67P
RNU7-6P	RNU7-128P,RNU7-13P,RNU7-140P,RNU7-147P,RNU7-14P,RNU7-161P,RNU7-185P,RNU7-186P,RNU7-18P,RNU7-190P,RNU7-193P,RNU7-196P,RNU7-21P,RNU7-22P,RNU7-23P,RNU7-28P,RNU7-40P,RNU7-41P,RNU7-45P,RNU7-49P,RNU7-77P,RNU7-81P
RNU7-70P	RNU7-103P,RNU7-104P,RNU7-106P,RNU7-107P,RNU7-10P,RNU7-115P,RNU7-127P,RNU7-129P,RNU7-136P,RNU7-138P,RNU7-153P,RNU7-155P,RNU7-159P,RNU7-165P,RNU7-167P,RNU7-182P,RNU7-187P,RNU7-194P,RNU7-34P,RNU7-37P,RNU7-48P,RNU7-50P,RNU7-51P,RNU7-75P,RNU7-88P,RNU7-90P,RNU7-94P,RNU7-95P
RNU7-71P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-74P,RNU7-7P,RNU7-85P,RNU7-8P,RNU7-99P,RNU7-9P
RNU7-73P	RF00066,RNU7-110P,RNU7-111P,RNU7-113P,RNU7-121P,RNU7-124P,RNU7-125P,RNU7-12P,RNU7-130P,RNU7-141P,RNU7-143P,RNU7-148P,RNU7-152P,RNU7-154P,RNU7-176P,RNU7-181P,RNU7-19P,RNU7-200P,RNU7-20P,RNU7-66P,RNU7-82P,RNU7-87P,RNU7-97P
RNU7-74P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-71P,RNU7-7P,RNU7-85P,RNU7-8P,RNU7-99P,RNU7-9P
RNU7-75P	RNU7-103P,RNU7-104P,RNU7-106P,RNU7-107P,RNU7-10P,RNU7-115P,RNU7-127P,RNU7-129P,RNU7-136P,RNU7-138P,RNU7-153P,RNU7-155P,RNU7-159P,RNU7-165P,RNU7-167P,RNU7-182P,RNU7-187P,RNU7-194P,RNU7-34P,RNU7-37P,RNU7-48P,RNU7-50P,RNU7-51P,RNU7-70P,RNU7-88P,RNU7-90P,RNU7-94P,RNU7-95P
RNU7-77P	RNU7-128P,RNU7-13P,RNU7-140P,RNU7-147P,RNU7-14P,RNU7-161P,RNU7-185P,RNU7-186P,RNU7-18P,RNU7-190P,RNU7-193P,RNU7-196P,RNU7-21P,RNU7-22P,RNU7-23P,RNU7-28P,RNU7-40P,RNU7-41P,RNU7-45P,RNU7-49P,RNU7-6P,RNU7-81P
RNU7-79P	RF00066,RNU7-102P,RNU7-120P,RNU7-123P,RNU7-144P,RNU7-151P,RNU7-157P,RNU7-170P,RNU7-172P,RNU7-173P,RNU7-179P,RNU7-180P,RNU7-183P,RNU7-188P,RNU7-197P,RNU7-24P,RNU7-30P,RNU7-53P,RNU7-55P,RNU7-61P,RNU7-62P,RNU7-80P,RNU7-84P,RNU7-92P,RNU7-93P,RNU7-96P
RNU7-7P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-71P,RNU7-74P,RNU7-85P,RNU7-8P,RNU7-99P,RNU7-9P
RNU7-80P	RF00066,RNU7-102P,RNU7-120P,RNU7-123P,RNU7-144P,RNU7-151P,RNU7-157P,RNU7-170P,RNU7-172P,RNU7-173P,RNU7-179P,RNU7-180P,RNU7-183P,RNU7-188P,RNU7-197P,RNU7-24P,RNU7-30P,RNU7-53P,RNU7-55P,RNU7-61P,RNU7-62P,RNU7-79P,RNU7-84P,RNU7-92P,RNU7-93P,RNU7-96P
RNU7-81P	RNU7-128P,RNU7-13P,RNU7-140P,RNU7-147P,RNU7-14P,RNU7-161P,RNU7-185P,RNU7-186P,RNU7-18P,RNU7-190P,RNU7-193P,RNU7-196P,RNU7-21P,RNU7-22P,RNU7-23P,RNU7-28P,RNU7-40P,RNU7-41P,RNU7-45P,RNU7-49P,RNU7-6P,RNU7-77P
RNU7-82P	RF00066,RNU7-110P,RNU7-111P,RNU7-113P,RNU7-121P,RNU7-124P,RNU7-125P,RNU7-12P,RNU7-130P,RNU7-141P,RNU7-143P,RNU7-148P,RNU7-152P,RNU7-154P,RNU7-176P,RNU7-181P,RNU7-19P,RNU7-200P,RNU7-20P,RNU7-66P,RNU7-73P,RNU7-87P,RNU7-97P
RNU7-84P	RF00066,RNU7-102P,RNU7-120P,RNU7-123P,RNU7-144P,RNU7-151P,RNU7-157P,RNU7-170P,RNU7-172P,RNU7-173P,RNU7-179P,RNU7-180P,RNU7-183P,RNU7-188P,RNU7-197P,RNU7-24P,RNU7-30P,RNU7-53P,RNU7-55P,RNU7-61P,RNU7-62P,RNU7-79P,RNU7-80P,RNU7-92P,RNU7-93P,RNU7-96P
RNU7-85P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-71P,RNU7-74P,RNU7-7P,RNU7-8P,RNU7-99P,RNU7-9P
RNU7-87P	RF00066,RNU7-110P,RNU7-111P,RNU7-113P,RNU7-121P,RNU7-124P,RNU7-125P,RNU7-12P,RNU7-130P,RNU7-141P,RNU7-143P,RNU7-148P,RNU7-152P,RNU7-154P,RNU7-176P,RNU7-181P,RNU7-19P,RNU7-200P,RNU7-20P,RNU7-66P,RNU7-73P,RNU7-82P,RNU7-97P
RNU7-88P	RNU7-103P,RNU7-104P,RNU7-106P,RNU7-107P,RNU7-10P,RNU7-115P,RNU7-127P,RNU7-129P,RNU7-136P,RNU7-138P,RNU7-153P,RNU7-155P,RNU7-159P,RNU7-165P,RNU7-167P,RNU7-182P,RNU7-187P,RNU7-194P,RNU7-34P,RNU7-37P,RNU7-48P,RNU7-50P,RNU7-51P,RNU7-70P,RNU7-75P,RNU7-90P,RNU7-94P,RNU7-95P
RNU7-8P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-71P,RNU7-74P,RNU7-7P,RNU7-85P,RNU7-99P,RNU7-9P
RNU7-90P	RNU7-103P,RNU7-104P,RNU7-106P,RNU7-107P,RNU7-10P,RNU7-115P,RNU7-127P,RNU7-129P,RNU7-136P,RNU7-138P,RNU7-153P,RNU7-155P,RNU7-159P,RNU7-165P,RNU7-167P,RNU7-182P,RNU7-187P,RNU7-194P,RNU7-34P,RNU7-37P,RNU7-48P,RNU7-50P,RNU7-51P,RNU7-70P,RNU7-75P,RNU7-88P,RNU7-94P,RNU7-95P
RNU7-92P	RF00066,RNU7-102P,RNU7-120P,RNU7-123P,RNU7-144P,RNU7-151P,RNU7-157P,RNU7-170P,RNU7-172P,RNU7-173P,RNU7-179P,RNU7-180P,RNU7-183P,RNU7-188P,RNU7-197P,RNU7-24P,RNU7-30P,RNU7-53P,RNU7-55P,RNU7-61P,RNU7-62P,RNU7-79P,RNU7-80P,RNU7-84P,RNU7-93P,RNU7-96P
RNU7-93P	RF00066,RNU7-102P,RNU7-120P,RNU7-123P,RNU7-144P,RNU7-151P,RNU7-157P,RNU7-170P,RNU7-172P,RNU7-173P,RNU7-179P,RNU7-180P,RNU7-183P,RNU7-188P,RNU7-197P,RNU7-24P,RNU7-30P,RNU7-53P,RNU7-55P,RNU7-61P,RNU7-62P,RNU7-79P,RNU7-80P,RNU7-84P,RNU7-92P,RNU7-96P
RNU7-94P	RNU7-103P,RNU7-104P,RNU7-106P,RNU7-107P,RNU7-10P,RNU7-115P,RNU7-127P,RNU7-129P,RNU7-136P,RNU7-138P,RNU7-153P,RNU7-155P,RNU7-159P,RNU7-165P,RNU7-167P,RNU7-182P,RNU7-187P,RNU7-194P,RNU7-34P,RNU7-37P,RNU7-48P,RNU7-50P,RNU7-51P,RNU7-70P,RNU7-75P,RNU7-88P,RNU7-90P,RNU7-95P
RNU7-95P	RNU7-103P,RNU7-104P,RNU7-106P,RNU7-107P,RNU7-10P,RNU7-115P,RNU7-127P,RNU7-129P,RNU7-136P,RNU7-138P,RNU7-153P,RNU7-155P,RNU7-159P,RNU7-165P,RNU7-167P,RNU7-182P,RNU7-187P,RNU7-194P,RNU7-34P,RNU7-37P,RNU7-48P,RNU7-50P,RNU7-51P,RNU7-70P,RNU7-75P,RNU7-88P,RNU7-90P,RNU7-94P
RNU7-96P	RF00066,RNU7-102P,RNU7-120P,RNU7-123P,RNU7-144P,RNU7-151P,RNU7-157P,RNU7-170P,RNU7-172P,RNU7-173P,RNU7-179P,RNU7-180P,RNU7-183P,RNU7-188P,RNU7-197P,RNU7-24P,RNU7-30P,RNU7-53P,RNU7-55P,RNU7-61P,RNU7-62P,RNU7-79P,RNU7-80P,RNU7-84P,RNU7-92P,RNU7-93P
RNU7-97P	RF00066,RNU7-110P,RNU7-111P,RNU7-113P,RNU7-121P,RNU7-124P,RNU7-125P,RNU7-12P,RNU7-130P,RNU7-141P,RNU7-143P,RNU7-148P,RNU7-152P,RNU7-154P,RNU7-176P,RNU7-181P,RNU7-19P,RNU7-200P,RNU7-20P,RNU7-66P,RNU7-73P,RNU7-82P,RNU7-87P
RNU7-99P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-71P,RNU7-74P,RNU7-7P,RNU7-85P,RNU7-8P,RNU7-9P
RNU7-9P	RNU7-1,RNU7-11P,RNU7-134P,RNU7-160P,RNU7-25P,RNU7-26P,RNU7-27P,RNU7-2P,RNU7-35P,RNU7-38P,RNU7-3P,RNU7-43P,RNU7-46P,RNU7-47P,RNU7-4P,RNU7-52P,RNU7-54P,RNU7-56P,RNU7-59P,RNU7-60P,RNU7-65P,RNU7-71P,RNU7-74P,RNU7-7P,RNU7-85P,RNU7-8P,RNU7-99P
RNVU1-1	RF00003
RNVU1-14	RF00003,RNU1-1,RNU1-2,RNU1-27P,RNU1-28P,RNU1-3,RNU1-4,RNVU1-15,RNVU1-18,RNVU1-19,RNVU1-7
RNVU1-15	RF00003,RNU1-1,RNU1-2,RNU1-27P,RNU1-28P,RNU1-3,RNU1-4,RNVU1-14,RNVU1-18,RNVU1-19,RNVU1-7
RNVU1-17	RNU1-100P,RNU1-106P,RNU1-117P,RNU1-120P,RNU1-122P,RNU1-133P,RNU1-148P,RNU1-14P,RNU1-18P,RNU1-21P,RNU1-34P,RNU1-43P,RNU1-44P,RNU1-46P,RNU1-63P,RNU1-83P,RNU1-8P
RNVU1-18	RF00003,RNU1-1,RNU1-2,RNU1-27P,RNU1-28P,RNU1-3,RNU1-4,RNVU1-14,RNVU1-15,RNVU1-19,RNVU1-7
RNVU1-19	RF00003,RNU1-1,RNU1-2,RNU1-27P,RNU1-28P,RNU1-3,RNU1-4,RNVU1-14,RNVU1-15,RNVU1-18,RNVU1-7
RNVU1-2	RNU1-125P,RNU1-142P,RNU1-24P,RNU1-54P,RNU1-64P,RNU1-92P
RNVU1-3	RF00003,RNU1-112P,RNU1-114P,RNU1-129P,RNU1-131P,RNU1-146P,RNU1-151P,RNU1-38P,RNU1-47P,RNU1-56P,RNU1-65P,RNU1-70P,RNU1-7P,RNU1-80P,RNU1-98P,RNVU1-4
RNVU1-4	RF00003,RNU1-112P,RNU1-114P,RNU1-129P,RNU1-131P,RNU1-146P,RNU1-151P,RNU1-38P,RNU1-47P,RNU1-56P,RNU1-65P,RNU1-70P,RNU1-7P,RNU1-80P,RNU1-98P,RNVU1-3
RNVU1-6	RNU1-11P,RNU1-136P,RNU1-13P,RNU1-30P,RNU1-32P,RNU1-58P,RNU1-67P,RNU1-82P,RNU1-84P,RNU1-89P
RNVU1-7	RF00003,RNU1-1,RNU1-2,RNU1-27P,RNU1-28P,RNU1-3,RNU1-4,RNVU1-14,RNVU1-15,RNVU1-18,RNVU1-19
RNY1	RF00019,RNY1P8
RNY1P1	RF00019,RNY1P14,RNY1P16,RNY1P3
RNY1P10	RF00019,RNY1P11,RNY1P12
RNY1P11	RF00019,RNY1P10,RNY1P12
RNY1P12	RF00019,RNY1P10,RNY1P11
RNY1P13	RF00019,RNY1P2
RNY1P14	RF00019,RNY1P1,RNY1P16,RNY1P3
RNY1P15	RF00019,RNY1P4
RNY1P16	RF00019,RNY1P1,RNY1P14,RNY1P3
RNY1P2	RF00019,RNY1P13
RNY1P3	RF00019,RNY1P1,RNY1P14,RNY1P16
RNY1P4	RF00019,RNY1P15
RNY1P5	RF00019
RNY1P6	RF00019
RNY1P7	RF00019
RNY1P8	RF00019,RNY1
RNY1P9	RF00019
RNY3	RF00019
RNY3P1	RF00019
RNY3P10	RF00019
RNY3P11	RF00019
RNY3P12	RF00019,RNY3P8
RNY3P13	RF00019
RNY3P14	RF00019,RNY3P7
RNY3P15	RF00019
RNY3P16	RF00019,RNY3P4
RNY3P2	RF00019
RNY3P3	RF00019
RNY3P4	RF00019,RNY3P16
RNY3P5	RF00019
RNY3P7	RF00019,RNY3P14
RNY3P8	RF00019,RNY3P12
RNY3P9	RF00019
RNY4	RF00019,RNY4P13,RNY4P17,RNY4P19,RNY4P23,RNY4P6
RNY4P10	RF00019,RNY4P18,RNY4P24,RNY4P29,RNY4P3,RNY4P30,RNY4P7,RNY4P9
RNY4P13	RF00019,RNY4,RNY4P17,RNY4P19,RNY4P23,RNY4P6
RNY4P14	RF00019,RNY4P20,RNY4P34
RNY4P16	RF00019,RNY4P27,RNY4P28
RNY4P17	RF00019,RNY4,RNY4P13,RNY4P19,RNY4P23,RNY4P6
RNY4P18	RF00019,RNY4P10,RNY4P24,RNY4P29,RNY4P3,RNY4P30,RNY4P7,RNY4P9
RNY4P19	RF00019,RNY4,RNY4P13,RNY4P17,RNY4P23,RNY4P6
RNY4P20	RF00019,RNY4P14,RNY4P34
RNY4P23	RF00019,RNY4,RNY4P13,RNY4P17,RNY4P19,RNY4P6
RNY4P24	RF00019,RNY4P10,RNY4P18,RNY4P29,RNY4P3,RNY4P30,RNY4P7,RNY4P9
RNY4P25	RF00019,RNY4P36,RNY4P37
RNY4P27	RF00019,RNY4P16,RNY4P28
RNY4P28	RF00019,RNY4P16,RNY4P27
RNY4P29	RF00019,RNY4P10,RNY4P18,RNY4P24,RNY4P3,RNY4P30,RNY4P7,RNY4P9
RNY4P3	RF00019,RNY4P10,RNY4P18,RNY4P24,RNY4P29,RNY4P30,RNY4P7,RNY4P9
RNY4P30	RF00019,RNY4P10,RNY4P18,RNY4P24,RNY4P29,RNY4P3,RNY4P7,RNY4P9
RNY4P34	RF00019,RNY4P14,RNY4P20
RNY4P36	RF00019,RNY4P25,RNY4P37
RNY4P37	RF00019,RNY4P25,RNY4P36
RNY4P6	RF00019,RNY4,RNY4P13,RNY4P17,RNY4P19,RNY4P23
RNY4P7	RF00019,RNY4P10,RNY4P18,RNY4P24,RNY4P29,RNY4P3,RNY4P30,RNY4P9
RNY4P9	RF00019,RNY4P10,RNY4P18,RNY4P24,RNY4P29,RNY4P3,RNY4P30,RNY4P7
ROCK1	ROCK2
ROCK2	ROCK1
ROPN1	ROPN1B,ROPN1L
ROPN1B	ROPN1,ROPN1L
ROPN1L	ROPN1,ROPN1B
ROR1	ROR2
ROR2	ROR1
RP1	RP1L1
RP1L1	RP1
RPE	RPEL1
RPE65	BCO1
RPEL1	RPE
RPF1	IMP4
RPGRIP1	RPGRIP1L
RPGRIP1L	RPGRIP1
RPL10	RPL10L
RPL10L	RPL10
RPL22	AL031847.2
RPL26	AC135178.2,RPL26L1
RPL26L1	AC135178.2,RPL26
RPL3	RPL3L
RPL36A	RPL36A-HNRNPH2
RPL36A-HNRNPH2	RPL36A
RPL3L	RPL3
RPL8	MRPL2
RPP25	RPP25L
RPP25L	RPP25
RPPH1	RPPH1-2P,RPPH1-3P
RPPH1-2P	RPPH1,RPPH1-3P
RPPH1-3P	RPPH1,RPPH1-2P
RPRD1A	RPRD1B
RPRD1B	RPRD1A
RPRM	RPRML
RPRML	RPRM
RPS10	RPS10-NUDT3
RPS10-NUDT3	RPS10
RPS27	RPS27L
RPS27A	AL136454.1
RPS27L	RPS27
RPS3	WRB
RPS4X	RPS4Y1,RPS4Y2
RPS4Y1	RPS4X,RPS4Y2
RPS4Y2	RPS4X,RPS4Y1
RPS6KB1	AC005702.1
RPTN	FLG,FLG2,HRNR
RRAGA	RRAGB
RRAGB	RRAGA
RRAGC	RRAGD
RRAGD	RRAGC
RRH	OPN3
RRM2	AC007240.1,RRM2B
RRM2B	AC007240.1,RRM2
RRNAD1	METTL25
RRP1	RRP1B
RRP1B	RRP1
RSBN1	RSBN1L
RSBN1L	RSBN1
RSPH10B	RSPH10B2
RSPH10B2	RSPH10B
RSPH4A	RSPH6A
RSPH6A	RSPH4A
RTBDN	IZUMO1R
RTCA	RCL1
RTEL1	BRIP1,RTEL1-TNFRSF6B
RTEL1-TNFRSF6B	BRIP1,RTEL1
RTL1	PEG10
RTL8A	RTL8B,RTL8C
RTL8B	RTL8A,RTL8C
RTL8C	RTL8A,RTL8B
RTL9	MUC4,SUSD2
RUFY4	FYCO1
RUNX1T1	CBFA2T3
RUSC1	RUSC2
RUSC2	RUSC1
RUVBL1	RUVBL2
RUVBL2	RUVBL1
RWDD2A	RWDD2B
RWDD2B	RWDD2A
RXFP3	GPR146,GPR151
RYBP	YAF2
S100A7	S100A7A
S100A7A	S100A7
S1PR1	S1PR2,S1PR5
S1PR2	S1PR1,S1PR5
S1PR3	S1PR4
S1PR4	S1PR3
S1PR5	S1PR1,S1PR2
SAA1	SAA2,SAA2-SAA4,SAA4,SAAL1
SAA2	SAA1,SAA2-SAA4,SAA4,SAAL1
SAA2-SAA4	SAA1,SAA2,SAA4,SAAL1
SAA4	SAA1,SAA2,SAA2-SAA4,SAAL1
SAAL1	SAA1,SAA2,SAA2-SAA4,SAA4
SAGE1	CT45A1,CT45A10,CT45A2,CT45A3,CT45A5,CT45A6,CT45A7,CT45A8,CT45A9,INTS6,INTS6L
SAMD10	SAMD12
SAMD12	SAMD10
SAMD9	SAMD9L
SAMD9L	SAMD9
SAP30	SAP30L
SAP30L	SAP30
SARS	AC011455.2,SARS2
SARS2	AC011455.2,SARS
SAT1	SATL1
SATB1	SATB2
SATB2	SATB1
SATL1	SAT1
SAXO1	SAXO2
SAXO2	SAXO1
SBK1	SBK3
SBK3	SBK1
SCAF1	SCAF11
SCAF11	SCAF1
SCAF4	SCAF8
SCAF8	SCAF4
SCARA5	MSR1
SCARB2	CD36
SCARF1	CRB3,SCARF2
SCARF2	CRB3,SCARF1
SCARNA11	RF00564
SCARNA15	RF00426,SCARNA4
SCARNA16	RF00424
SCARNA17	RF00492
SCARNA18	RF01233,SCARNA18B
SCARNA18B	RF01233,SCARNA18
SCARNA20	RF00601
SCARNA21	RF00602,SCARNA21B
SCARNA21B	RF00602,SCARNA21
SCARNA23	RF00422
SCARNA4	RF00423,RF00426,SCARNA15
SCARNA5	RF00478,SCARNA6
SCARNA6	RF00478,SCARNA5
SCEL	ZNF185
SCGB1A1	SCGB1C1,SCGB1C2
SCGB1C1	SCGB1A1,SCGB1C2
SCGB1C2	SCGB1A1,SCGB1C1
SCGB1D1	SCGB1D2,SCGB1D4
SCGB1D2	SCGB1D1,SCGB1D4
SCGB1D4	SCGB1D1,SCGB1D2
SCGB2A1	SCGB2A2
SCGB2A2	SCGB2A1
SCGB3A1	SCGB3A2
SCGB3A2	SCGB3A1
SCHIP1	IQCJ-SCHIP1
SCN1A	SCN2A
SCN1B	SCN3B
SCN2A	SCN1A
SCN2B	JAML,SCN4B
SCN3B	SCN1B
SCN4B	JAML,SCN2B
SCO1	SCO2
SCO2	SCO1,SCO2
SCP2	SCP2D1
SCP2D1	SCP2
SCRIB	LRRC1
SCRN1	SCRN2,SCRN3
SCRN2	SCRN1,SCRN3
SCRN3	SCRN1,SCRN2
SCRT1	SCRT2
SCRT2	SCRT1
SCUBE1	SCUBE2,SCUBE3
SCUBE2	SCUBE1,SCUBE3
SCUBE3	SCUBE1,SCUBE2
SCYGR3	SCYGR7
SCYGR7	SCYGR3
SDE2	SF3A3
SDF4	RCN2
SDHAF2	AP003108.2
SDHD	AP002884.3
SEC11A	SEC11C
SEC11C	SEC11A
SEC13	SEH1L
SEC14L2	AC004832.3
SEC23A	SEC23B
SEC23B	SEC23A
SEC24A	SEC24B
SEC24B	SEC24A
SEC31A	SEC31B
SEC31B	SEC31A
SEC61A1	SEC61A2
SEC61A2	SEC61A1
SECISBP2	SECISBP2L
SECISBP2L	SECISBP2
SEH1L	SEC13
SELENOF	SELENOM
SELENOM	SELENOF
SELENON	AL020996.2
SEMG1	SEMG2
SEMG2	SEMG1
SENP3	SENP3-EIF4A1
SENP3-EIF4A1	SENP3
SEPHS1	SEPHS2
SEPHS2	SEPHS1
SEPT5	SEPT5-GP1BB
SEPT5-GP1BB	SEPT5
SERBP1	HABP4
SERF1A	SERF1B
SERF1B	SERF1A
SERINC1	SERINC3
SERINC3	SERINC1
SERINC4	SERINC5
SERINC5	SERINC4
SERPINA1	SERPINA2
SERPINA2	SERPINA1
SERPINB3	SERPINB4
SERPINB4	SERPINB3
SERPINB6	HMSD
SERTAD1	SERTAD3
SERTAD2	CDCA4
SERTAD3	SERTAD1
SESN1	SESN2
SESN2	SESN1
SET	SETSIP
SETD1A	SETD1B
SETD1B	SETD1A
SETD3	SETD6
SETD6	SETD3
SETMAR	GVQW3
SETSIP	SET
SF3A3	SDE2
SFI1	CCDC191
SFN	YWHAQ
SFSWAP	CLASRP
SFT2D1	SFT2D2,SFT2D3
SFT2D2	SFT2D1,SFT2D3
SFT2D3	SFT2D1,SFT2D2
SFTPA1	SFTPA2
SFTPA2	SFTPA1
SFXN1	SFXN3
SFXN3	SFXN1
SFXN4	SFXN5
SFXN5	SFXN4
SGCA	SGCE
SGCE	SGCA
SGK2	SGK3
SGK3	SGK2
SGO1	SGO2
SGO2	SGO1
SH2B1	SH2B2
SH2B2	SH2B1
SH2D3A	SH2D3C
SH2D3C	SH2D3A
SH3BGR	WRB-SH3BGR
SH3BP1	Z83844.3
SH3BP4	MACC1
SH3BP5	SH3BP5L
SH3BP5L	SH3BP5
SH3TC1	SH3TC2
SH3TC2	SH3TC1
SHANK1	SHANK3
SHANK3	SHANK1
SHB	AL138752.2
SHBG	PROS1
SHC1	CEP152,SHC4
SHC4	CEP152,SHC1
SHISA5	UHRF1,UHRF2
SHKBP1	KCTD3
SHMT1	SHMT2
SHMT2	SHMT1
SHOX	SHOX2
SHOX2	SHOX
SHPK	AC027796.3,FGGY
SIDT1	SIDT2
SIDT2	SIDT1
SIGLEC1	TMEM25
SIGLEC10	AC018755.2,SIGLEC11,SIGLEC14,SIGLEC5
SIGLEC11	AC018755.2,SIGLEC10,SIGLEC14,SIGLEC5
SIGLEC12	CD33,SIGLEC6,SIGLEC7,SIGLEC8,SIGLEC9
SIGLEC14	AC018755.2,SIGLEC10,SIGLEC11,SIGLEC5
SIGLEC15	MAG,SIGLECL1
SIGLEC5	AC018755.2,SIGLEC10,SIGLEC11,SIGLEC14
SIGLEC6	CD33,SIGLEC12,SIGLEC7,SIGLEC8,SIGLEC9
SIGLEC7	CD33,SIGLEC12,SIGLEC6,SIGLEC8,SIGLEC9
SIGLEC8	CD33,SIGLEC12,SIGLEC6,SIGLEC7,SIGLEC9
SIGLEC9	CD33,SIGLEC12,SIGLEC6,SIGLEC7,SIGLEC8
SIGLECL1	MAG,SIGLEC15
SIK1	SIK1B
SIK1B	SIK1
SIKE1	FGFR1OP2
SIL1	HSPBP1
SIMC1	EPOP,SKIDA1
SIRPB1	SIRPG
SIRPG	SIRPB1
SKAP1	SKAP2
SKAP2	SKAP1
SKIDA1	EPOP,SIMC1
SLAIN1	SLAIN2
SLAIN2	SLAIN1
SLAMF1	CD244,CD48,SLAMF8
SLAMF6	CD84
SLAMF7	CD2,LY9,SLAMF9
SLAMF8	CD244,CD48,SLAMF1
SLAMF9	CD2,LY9,SLAMF7
SLC10A1	SLC10A4
SLC10A2	SLC10A3,SLC10A5,SLC10A6
SLC10A3	SLC10A2,SLC10A5,SLC10A6
SLC10A4	SLC10A1
SLC10A5	SLC10A2,SLC10A3,SLC10A6
SLC10A6	SLC10A2,SLC10A3,SLC10A5
SLC13A2	SLC13A5
SLC13A4	OCA2
SLC13A5	SLC13A2
SLC14A1	SLC14A2
SLC14A2	SLC14A1
SLC19A1	C2orf83,SLC19A2
SLC19A2	C2orf83,SLC19A1
SLC20A1	SLC20A2
SLC20A2	SLC20A1
SLC22A4	SLC22A5
SLC22A5	SLC22A4
SLC23A1	SLC23A2,SLC23A3
SLC23A2	SLC23A1,SLC23A3
SLC23A3	SLC23A1,SLC23A2
SLC24A1	SLC24A2
SLC24A2	SLC24A1
SLC25A10	AC139530.2
SLC25A32	AC012213.5
SLC25A51	SLC25A52
SLC25A52	SLC25A51
SLC26A1	SLC26A2
SLC26A10	SLC26A3,SLC26A4
SLC26A11	SLC26A7,SLC26A8
SLC26A2	SLC26A1
SLC26A3	SLC26A10,SLC26A4
SLC26A4	SLC26A10,SLC26A3
SLC26A5	SLC26A9
SLC26A7	SLC26A11,SLC26A8
SLC26A8	SLC26A11,SLC26A7
SLC26A9	SLC26A5
SLC28A1	SLC28A2,SLC28A3
SLC28A2	SLC28A1,SLC28A3
SLC28A3	SLC28A1,SLC28A2
SLC29A1	SLC29A2
SLC29A2	SLC29A1
SLC29A3	SLC29A4
SLC29A4	SLC29A3
SLC2A11	AP000350.4
SLC2A14	SLC2A3
SLC2A3	SLC2A14
SLC33A1	AC104472.3,MFSD3
SLC34A1	SLC34A3
